HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards
Toulouse,Lyon,2,2,D,1,0,H,6,22,4,5,12,10,4,10,4,3,0,0
Lille,Amiens,2,1,H,1,1,D,17,2,3,1,8,18,4,3,0,3,0,0
Monaco,Strasbourg,1,5,A,1,2,A,9,16,5,6,13,9,3,7,4,2,1,1
Nimes,Toulouse,0,1,A,0,1,A,18,11,6,4,17,13,8,2,3,1,0,0
Paris SG,Guingamp,9,0,H,3,0,H,26,2,12,0,11,7,8,1,1,0,0,0
Reims,Nice,1,1,D,1,0,H,10,9,2,5,16,10,2,7,0,3,0,0
Angers,Nantes,1,0,H,0,0,D,4,13,3,4,9,20,3,6,2,3,0,0
Bordeaux,Dijon,1,0,H,0,0,D,13,10,5,3,12,13,2,2,3,3,0,1
Caen,Marseille,0,1,A,0,0,D,9,9,4,1,19,16,5,4,6,3,1,0
Rennes,Montpellier,0,0,D,0,0,D,16,13,1,3,13,18,6,0,2,2,0,0
St Etienne,Lyon,1,2,A,1,0,H,15,23,9,7,18,7,4,4,2,2,0,0
Nimes,Angers,3,1,H,2,0,H,15,11,6,4,12,9,9,2,1,2,0,0
Marseille,Lille,1,2,A,0,1,A,15,9,5,3,14,7,9,6,5,3,1,0
Dijon,Monaco,2,0,H,1,0,H,13,18,7,5,15,9,3,5,3,2,0,1
Guingamp,Reims,0,1,A,0,1,A,6,7,2,3,12,13,4,4,1,2,1,0
Nice,Nimes,2,0,H,1,0,H,15,14,7,7,10,13,6,4,1,3,0,0
Strasbourg,Bordeaux,1,0,H,0,0,D,10,11,5,1,19,18,5,4,2,2,0,0
Amiens,Lyon,0,1,A,0,0,D,12,18,2,11,17,15,3,4,1,3,0,0
Montpellier,Caen,2,0,H,0,0,D,11,9,6,1,15,17,4,3,1,1,0,0
Paris SG,Rennes,4,1,H,1,1,D,16,10,7,3,8,7,2,1,1,2,0,0
Toulouse,Angers,0,0,D,0,0,D,14,13,4,3,13,11,4,5,1,1,0,0
Nantes,St Etienne,1,1,D,0,0,D,13,10,3,4,12,12,7,6,2,1,1,1
Lille,Nice,4,0,H,2,0,H,15,5,7,2,16,7,4,1,2,0,0,1
Angers,Dijon,1,0,H,1,0,H,12,7,5,2,14,11,4,8,0,0,0,0
Monaco,Toulouse,2,1,H,1,1,D,13,10,3,3,11,16,6,5,2,3,0,0
Reims,Marseille,2,1,H,1,0,H,9,13,4,5,11,15,6,5,3,0,0,0
Rennes,Amiens,1,0,H,0,0,D,15,8,4,1,11,12,7,4,1,3,0,0
Lyon,Paris SG,2,1,H,1,1,D,14,16,10,9,10,12,6,8,1,2,0,0
Nimes,Montpellier,1,1,D,1,0,H,12,11,5,4,20,23,5,3,2,1,0,0
Marseille,Bordeaux,1,0,H,1,0,H,24,6,7,1,18,13,4,2,3,2,0,1
Dijon,Marseille,1,2,A,1,0,H,10,18,4,8,11,11,3,12,3,3,0,0
Amiens,Caen,1,0,H,0,0,D,10,11,1,4,12,14,4,2,0,0,0,0
Paris SG,Bordeaux,1,0,H,1,0,H,10,8,3,3,14,21,4,8,3,3,0,0
Strasbourg,Angers,1,2,A,0,1,A,16,8,7,3,14,13,5,3,2,3,0,0
Guingamp,Lille,0,2,A,0,0,D,7,9,1,3,15,11,7,4,2,1,0,0
Montpellier,Monaco,2,2,D,0,1,A,12,10,3,5,16,20,5,3,1,6,0,1
Nantes,Nimes,2,4,A,2,0,H,15,13,4,4,10,11,9,4,1,2,0,0
Nice,Lyon,1,0,H,0,0,D,11,23,4,5,7,13,4,14,2,2,0,0
Rennes,St Etienne,3,0,H,1,0,H,15,15,5,3,7,8,6,8,0,4,0,1
Toulouse,Reims,1,1,D,0,0,D,9,9,3,3,18,13,3,3,2,4,0,0
Caen,Nantes,0,1,A,0,0,D,14,13,1,4,17,11,4,8,4,3,0,1
St Etienne,Strasbourg,2,1,H,2,0,H,11,9,6,2,11,28,3,4,0,5,0,0
Lyon,Guingamp,2,1,H,2,1,H,18,14,9,3,5,10,7,2,2,1,0,0
Nimes,Dijon,2,0,H,1,0,H,14,12,6,2,10,17,5,4,2,5,0,1
Angers,Nice,3,0,H,1,0,H,12,13,4,4,12,8,8,5,0,2,0,0
Marseille,Amiens,2,0,H,2,0,H,16,10,5,2,15,15,3,6,1,0,0,0
Monaco,Nantes,1,0,H,1,0,H,11,6,6,2,13,22,2,3,4,2,0,0
Bordeaux,Toulouse,2,1,H,1,0,H,8,20,4,5,14,20,7,5,2,2,0,0
Caen,Strasbourg,0,0,D,0,0,D,11,15,2,3,6,13,8,6,0,3,0,0
Lille,Montpellier,0,0,D,0,0,D,12,8,3,2,10,12,1,4,3,3,0,0
Reims,Rennes,2,0,H,1,0,H,7,10,4,1,13,10,2,4,1,1,0,0
St Etienne,Paris SG,0,1,A,0,0,D,11,11,2,3,8,18,4,5,1,5,0,0
Bordeaux,Guingamp,0,0,D,0,0,D,11,13,4,1,7,12,8,7,2,2,0,0
Paris SG,Montpellier,5,1,H,2,1,H,18,15,9,7,11,11,8,3,2,1,0,0
Dijon,St Etienne,0,1,A,0,0,D,11,16,2,6,13,7,4,5,0,0,0,0
Strasbourg,Lille,1,1,D,0,1,A,9,15,2,5,16,13,6,2,1,1,0,0
Amiens,Nice,1,0,H,1,0,H,11,7,4,0,13,15,4,4,0,2,0,0
Guingamp,Angers,1,0,H,0,0,D,8,8,3,1,11,12,6,2,2,2,0,0
Paris SG,Nimes,3,0,H,1,0,H,21,8,7,3,15,10,9,7,3,0,0,0
Monaco,Lyon,2,0,H,2,0,H,11,9,5,3,20,18,3,6,3,1,0,0
Montpellier,Reims,2,4,A,1,1,D,19,15,4,8,13,12,5,2,0,1,0,0
Nantes,Bordeaux,1,0,H,0,0,D,19,7,8,2,12,14,11,1,2,2,0,0
Rennes,Marseille,1,1,D,1,0,H,16,9,3,2,14,15,7,2,4,3,0,1
Toulouse,Caen,1,1,D,0,1,A,12,13,8,4,14,15,6,2,2,3,0,1
Angers,Monaco,2,2,D,2,0,H,13,12,4,5,8,15,2,3,2,3,0,0
Caen,Paris SG,1,2,A,0,0,D,7,25,2,7,13,13,2,8,2,1,0,0
Reims,Amiens,2,2,D,0,2,A,10,8,4,2,11,11,6,3,1,1,0,0
Guingamp,Nantes,0,0,D,0,0,D,7,9,1,3,19,13,3,1,1,2,0,0
Lille,Dijon,1,0,H,0,0,D,14,6,1,1,9,15,9,5,0,1,0,0
Lyon,Toulouse,5,1,H,3,1,H,21,5,10,2,12,14,8,1,0,2,0,1
Marseille,St Etienne,2,0,H,2,0,H,12,7,7,2,8,22,3,5,2,2,0,0
Nice,Strasbourg,1,0,H,1,0,H,9,10,2,1,4,14,5,3,0,0,1,1
Bordeaux,Montpellier,1,2,A,1,1,D,15,8,4,5,14,15,12,2,1,1,0,0
Amiens,Nimes,2,1,H,0,0,D,21,14,6,2,15,15,4,5,2,1,1,0
Dijon,Reims,1,1,D,1,1,D,5,26,1,5,18,14,4,6,1,1,1,0
Monaco,Bordeaux,1,1,D,0,0,D,16,9,9,3,12,12,4,3,5,2,0,0
Strasbourg,Lyon,2,2,D,0,1,A,17,21,7,8,17,12,5,6,1,2,0,0
Marseille,Nice,1,0,H,0,0,D,12,6,6,1,17,16,9,0,2,1,0,0
Montpellier,Angers,2,2,D,2,0,H,8,12,4,6,12,10,5,8,3,0,0,1
Rennes,Caen,3,1,H,1,1,D,11,6,6,1,11,16,5,4,2,4,0,1
St Etienne,Lille,0,1,A,0,0,D,7,14,1,8,10,12,9,4,4,3,2,0
Toulouse,Guingamp,1,0,H,1,0,H,19,4,4,0,12,15,8,2,1,2,0,1
Dijon,Paris SG,0,4,A,0,2,A,9,16,2,7,16,5,3,5,2,1,0,0
Lille,Monaco,0,1,A,0,0,D,12,12,3,8,14,18,5,3,3,2,0,0
Nice,Toulouse,1,1,D,1,0,H,10,18,2,3,8,20,2,6,0,2,0,0
Angers,Amiens,0,0,D,0,0,D,11,8,3,4,14,18,2,1,1,4,0,0
Caen,St Etienne,0,5,A,0,3,A,2,13,1,7,18,12,0,8,0,0,0,0
Guingamp,Dijon,1,0,H,0,0,D,14,12,2,4,8,9,6,4,0,2,0,0
Nimes,Strasbourg,2,2,D,0,1,A,15,6,4,2,11,17,7,1,4,5,0,0
Bordeaux,Rennes,1,1,D,0,0,D,14,10,4,3,13,11,3,9,2,3,0,0
Lyon,Montpellier,3,2,H,1,1,D,23,10,13,4,7,11,8,6,1,2,0,0
Paris SG,Marseille,3,1,H,1,0,H,8,3,6,2,11,19,7,3,4,3,0,1
Reims,Nantes,1,0,H,0,0,D,10,7,2,1,8,16,7,3,4,3,0,1
Rennes,Lyon,0,1,A,0,0,D,12,18,2,5,13,19,2,6,2,3,0,0
Marseille,Angers,2,2,D,2,1,H,11,14,5,4,18,10,3,7,4,1,1,0
Amiens,Bordeaux,0,0,D,0,0,D,12,5,3,0,8,21,7,1,1,3,0,0
Dijon,Nice,0,1,A,0,0,D,14,12,1,6,17,11,8,5,3,1,1,0
Monaco,Caen,0,1,A,0,1,A,24,7,6,2,12,14,13,0,1,2,0,0
Nantes,Lille,2,3,A,0,0,D,8,10,2,3,15,21,3,6,2,3,0,0
Toulouse,Paris SG,0,1,A,0,0,D,9,10,3,4,13,14,6,6,2,1,0,0
St Etienne,Nimes,2,1,H,1,1,D,14,15,9,6,7,8,5,7,3,4,0,0
Montpellier,Guingamp,2,0,H,1,0,H,17,8,7,3,12,7,5,8,0,2,0,0
Strasbourg,Reims,4,0,H,1,0,H,13,10,9,3,15,13,4,9,2,3,1,0
Bordeaux,Marseille,2,0,H,1,0,H,7,20,7,5,16,13,1,11,2,3,1,0
Amiens,St Etienne,2,2,D,1,1,D,5,26,4,6,10,13,1,7,2,2,1,0
Angers,Rennes,3,3,D,0,1,A,17,7,9,5,11,13,4,2,3,4,0,0
Guingamp,Monaco,1,1,D,1,0,H,11,18,2,5,17,14,3,9,4,5,0,0
Lyon,Dijon,1,3,A,1,2,A,27,8,6,4,14,17,8,3,1,2,0,0
Nimes,Caen,2,0,H,0,0,D,12,5,7,1,19,16,4,2,1,4,0,0
Nice,Montpellier,1,0,H,1,0,H,15,16,5,4,11,14,6,3,1,1,0,0
Paris SG,Strasbourg,2,2,D,1,2,A,21,9,6,4,7,10,10,5,0,2,0,0
Reims,Lille,1,1,D,0,0,D,10,11,3,4,15,12,6,4,2,2,0,0
Toulouse,Nantes,1,0,H,0,0,D,14,19,5,1,19,11,4,5,3,1,0,1
Nimes,Rennes,3,1,H,1,1,D,19,8,8,3,10,12,5,3,2,2,1,1
Dijon,Amiens,0,0,D,0,0,D,18,4,5,1,13,11,8,1,3,3,0,1
Nantes,Lyon,2,1,H,1,1,D,14,11,5,4,9,11,6,7,2,1,0,0
Caen,Angers,0,1,A,0,0,D,8,13,2,5,14,13,1,3,4,1,0,0
Marseille,Nimes,2,1,H,0,0,D,14,8,4,3,11,15,4,6,1,2,0,0
Monaco,Reims,0,0,D,0,0,D,27,10,6,3,12,13,18,3,2,0,0,0
Strasbourg,Guingamp,3,3,D,1,1,D,11,15,6,5,12,14,1,4,1,2,0,0
Lille,Paris SG,5,1,H,1,1,D,15,10,6,5,10,11,2,2,1,3,0,1
Montpellier,Toulouse,2,1,H,0,0,D,16,6,5,2,12,16,4,3,2,1,0,0
Rennes,Nice,0,0,D,0,0,D,14,7,7,2,13,8,4,2,2,1,0,0
St Etienne,Bordeaux,3,0,H,0,0,D,14,5,6,1,13,13,8,4,2,0,0,0
Nantes,Paris SG,3,2,H,2,1,H,15,9,8,6,13,14,4,4,1,3,0,0
Dijon,Rennes,3,2,H,1,0,H,12,10,10,4,17,19,6,6,2,3,0,0
Lyon,Angers,2,1,H,2,0,H,24,11,11,3,9,5,7,7,0,2,0,0
Guingamp,Marseille,1,3,A,0,2,A,9,15,3,6,16,13,3,5,2,3,0,0
Nice,Caen,0,1,A,0,0,D,21,7,8,2,7,15,11,4,2,3,0,0
Nimes,Bordeaux,2,1,H,1,1,D,8,11,2,2,14,22,3,6,0,4,0,0
Strasbourg,Montpellier,1,3,A,1,2,A,6,20,1,7,16,12,3,5,2,2,0,0
Nantes,Amiens,3,2,H,0,0,D,10,8,4,4,14,12,4,1,2,3,0,0
Paris SG,Monaco,3,1,H,2,0,H,10,15,5,4,13,9,3,4,0,1,0,0
Reims,St Etienne,0,2,A,0,1,A,8,14,1,3,16,7,1,6,3,0,0,0
Toulouse,Lille,0,0,D,0,0,D,10,16,2,4,16,18,2,3,2,3,0,0
Bordeaux,Lyon,2,3,A,2,1,H,10,18,2,5,15,11,2,3,3,3,1,0
Amiens,Strasbourg,0,0,D,0,0,D,8,7,1,1,12,21,3,1,1,3,0,0
Angers,Reims,1,1,D,0,0,D,10,5,5,4,6,16,4,0,0,3,0,0
Caen,Dijon,1,0,H,0,0,D,14,12,2,3,17,19,5,3,1,4,0,0
Lille,Nimes,5,0,H,0,0,D,14,8,8,3,8,14,1,4,1,2,0,0
Marseille,Nantes,1,2,A,1,1,D,17,14,2,6,13,14,7,4,4,1,0,0
Nice,Guingamp,3,0,H,1,0,H,15,14,5,3,12,19,2,4,4,3,0,0
St Etienne,Toulouse,2,0,H,2,0,H,14,12,7,3,17,15,5,6,1,2,0,0
Montpellier,Paris SG,3,2,H,1,1,D,15,8,9,3,17,15,9,3,3,4,0,0
Rennes,Monaco,2,2,D,2,0,H,10,16,4,5,13,12,5,9,2,2,0,0
Strasbourg,Marseille,1,1,D,0,0,D,7,13,4,2,12,15,0,4,1,2,0,0
Bordeaux,Angers,0,1,A,0,1,A,10,9,2,1,17,14,5,1,2,0,0,0
Guingamp,Caen,0,0,D,0,0,D,10,1,1,0,24,14,5,0,1,4,0,0
Paris SG,Nice,1,1,D,0,0,D,17,8,5,2,15,14,9,1,2,3,0,0
Reims,Nimes,0,3,A,0,2,A,8,15,2,5,17,7,3,5,3,2,0,0
Lyon,Lille,2,2,D,1,0,H,20,13,8,6,13,18,5,4,0,2,0,0
Monaco,St Etienne,2,3,A,1,0,H,13,8,5,3,12,16,2,8,3,5,0,0
Montpellier,Amiens,1,1,D,0,0,D,13,4,4,1,14,22,5,0,1,2,0,0
Nantes,Dijon,3,0,H,0,0,D,22,8,5,3,9,13,3,2,0,2,0,1
Toulouse,Rennes,2,2,D,1,1,D,19,11,4,3,20,15,6,6,3,3,0,0
St Etienne,Montpellier,0,1,A,0,0,D,16,11,5,4,11,18,11,1,3,4,1,1
Amiens,Toulouse,0,0,D,0,0,D,19,7,3,2,13,21,3,3,2,4,0,0
Angers,Paris SG,1,2,A,0,1,A,14,9,4,4,27,18,2,3,0,0,0,1
Caen,Reims,3,2,H,3,1,H,14,15,10,4,7,19,4,9,1,2,0,0
Dijon,Strasbourg,2,1,H,1,0,H,13,17,6,8,12,13,2,7,1,1,0,0
Nice,Nantes,1,1,D,0,1,A,8,13,2,3,13,13,4,1,2,3,0,0
Nimes,Monaco,1,0,H,1,0,H,12,12,4,5,19,19,5,9,1,4,0,0
Lille,Bordeaux,1,0,H,1,0,H,6,5,4,1,6,12,3,4,2,4,0,1
Marseille,Lyon,0,3,A,0,1,A,17,15,6,5,16,11,4,1,3,1,1,0
Rennes,Guingamp,1,1,D,1,0,H,7,23,4,9,12,12,6,8,3,1,1,0
Bordeaux,Reims,0,1,A,0,1,A,13,9,4,2,11,15,10,0,0,1,0,0
Guingamp,Nimes,2,2,D,2,0,H,18,21,9,4,17,12,5,5,2,2,0,0
Lille,Angers,5,0,H,2,0,H,18,13,12,3,13,12,3,6,1,3,0,0
Lyon,Caen,4,0,H,0,0,D,16,7,8,2,10,11,4,4,3,1,0,0
Monaco,Amiens,2,0,H,1,0,H,10,9,3,3,22,13,4,5,5,2,0,0
Montpellier,Nantes,1,1,D,0,1,A,16,10,2,2,13,11,4,3,0,3,0,0
Paris SG,Dijon,4,0,H,3,0,H,17,13,7,3,13,4,2,5,1,1,0,0
St Etienne,Nice,3,0,H,1,0,H,11,19,5,5,17,14,2,9,0,3,0,0
Strasbourg,Rennes,0,2,A,0,1,A,19,11,6,6,10,14,11,1,1,2,0,0
Toulouse,Marseille,2,5,A,1,1,D,19,21,5,8,4,11,5,9,1,2,0,0
Amiens,Guingamp,2,1,H,1,0,H,19,16,9,4,7,15,3,3,0,0,0,0
Angers,St Etienne,1,1,D,0,0,D,14,15,5,4,12,4,7,8,1,1,0,0
Caen,Bordeaux,0,1,A,0,1,A,14,12,1,5,21,22,6,3,1,1,0,0
Dijon,Toulouse,2,1,H,0,1,A,12,13,6,3,9,11,4,5,2,2,0,0
Marseille,Montpellier,1,0,H,0,0,D,10,14,3,4,12,9,7,13,2,0,1,0
Nantes,Strasbourg,0,1,A,0,0,D,21,5,1,1,7,8,4,4,2,1,0,0
Nice,Monaco,2,0,H,1,0,H,8,11,2,4,13,10,3,4,2,3,0,0
Nimes,Lyon,2,3,A,2,1,H,17,19,8,8,8,8,11,9,1,1,0,0
Reims,Paris SG,3,1,H,1,0,H,10,13,6,2,14,8,4,5,2,1,0,0
Rennes,Lille,3,1,H,1,1,D,13,14,8,7,10,10,4,7,1,2,0,1
Monaco,Lyon,0,3,A,0,2,A,7,13,1,3,10,17,2,5,2,2,1,0
Marseille,Reims,0,2,A,0,0,D,10,8,2,5,18,8,5,3,1,0,0,0
Angers,Bordeaux,3,1,H,3,1,H,14,8,4,3,11,15,4,3,2,1,0,0
Brest,Toulouse,1,1,D,1,0,H,16,13,5,3,11,14,4,7,0,0,0,0
Dijon,St Etienne,1,2,A,1,2,A,15,12,7,4,17,10,12,5,0,2,0,0
Montpellier,Rennes,0,1,A,0,1,A,24,9,5,3,20,19,7,1,3,3,0,1
Nice,Amiens,2,1,H,1,0,H,17,8,6,2,10,8,7,3,3,4,0,1
Lille,Nantes,2,1,H,1,0,H,13,13,3,3,13,17,5,11,2,4,0,0
Strasbourg,Metz,1,1,D,1,0,H,13,7,2,3,6,12,3,4,0,1,0,0
Paris SG,Nimes,3,0,H,1,0,H,12,5,5,1,17,8,2,6,2,0,0,0
Lyon,Angers,6,0,H,3,0,H,11,10,9,3,7,14,2,5,1,2,0,0
Nantes,Marseille,0,0,D,0,0,D,13,9,6,2,16,18,7,3,0,3,0,0
Amiens,Lille,1,0,H,0,0,D,8,10,3,1,13,7,3,10,1,1,0,1
Bordeaux,Montpellier,1,1,D,0,1,A,13,10,4,4,15,21,3,5,2,1,0,0
Metz,Monaco,3,0,H,1,0,H,18,12,10,6,16,7,6,4,1,2,0,1
Nimes,Nice,1,2,A,1,2,A,18,6,5,3,21,12,2,1,5,5,2,1
Toulouse,Dijon,1,0,H,0,0,D,18,18,7,5,11,5,7,5,2,0,0,0
St Etienne,Brest,1,1,D,0,1,A,19,9,5,4,16,8,4,2,1,2,0,0
Reims,Strasbourg,0,0,D,0,0,D,11,4,1,1,18,19,2,4,2,0,0,0
Rennes,Paris SG,2,1,H,1,1,D,11,9,4,2,15,19,4,7,1,5,0,0
Amiens,Nantes,1,2,A,0,0,D,3,25,1,6,9,13,2,5,1,1,1,0
Angers,Metz,3,0,H,2,0,H,15,4,5,2,15,8,2,1,1,2,0,0
Brest,Reims,1,0,H,0,0,D,8,10,4,2,18,14,6,5,1,1,0,0
Dijon,Bordeaux,0,2,A,0,1,A,10,10,1,3,12,18,3,7,0,2,0,0
Monaco,Nimes,2,2,D,2,0,H,16,14,6,4,14,17,6,7,2,1,1,0
Strasbourg,Rennes,0,2,A,0,1,A,19,7,3,4,13,13,6,0,4,2,1,0
Paris SG,Toulouse,4,0,H,0,0,D,21,3,11,0,8,13,12,1,0,1,0,0
Montpellier,Lyon,1,0,H,1,0,H,19,14,5,4,14,11,8,2,2,4,0,1
Lille,St Etienne,3,0,H,1,0,H,16,9,7,4,9,12,3,3,0,0,0,0
Nice,Marseille,1,2,A,0,1,A,12,12,3,5,7,13,4,3,1,1,0,0
Metz,Paris SG,0,2,A,0,2,A,7,10,2,4,11,13,4,7,1,0,0,0
Lyon,Bordeaux,1,1,D,1,0,H,10,18,3,6,12,14,4,5,4,3,1,0
Angers,Dijon,2,0,H,0,0,D,12,5,3,2,11,17,5,3,0,2,0,0
Nantes,Montpellier,1,0,H,0,0,D,14,8,7,1,14,12,6,2,2,2,0,0
Nimes,Brest,3,0,H,2,0,H,21,7,8,3,11,17,8,2,3,4,0,0
Toulouse,Amiens,2,0,H,0,0,D,13,10,4,1,15,8,4,3,0,1,0,0
Reims,Lille,2,0,H,0,0,D,12,11,5,3,19,15,5,1,3,2,0,1
Rennes,Nice,1,2,A,1,0,H,11,11,3,7,13,13,8,6,2,3,0,0
Strasbourg,Monaco,2,2,D,1,2,A,14,16,5,6,14,17,6,4,4,3,0,0
Marseille,St Etienne,1,0,H,1,0,H,9,12,2,3,16,7,5,6,5,2,0,0
Lille,Angers,2,1,H,1,0,H,13,8,4,4,3,16,4,4,1,2,0,0
Amiens,Lyon,2,2,D,1,2,A,11,12,2,6,12,14,4,1,3,2,0,0
Paris SG,Strasbourg,1,0,H,0,0,D,16,6,7,3,12,12,5,2,2,2,0,0
Bordeaux,Metz,2,0,H,2,0,H,15,15,6,3,18,15,4,6,2,2,0,0
Brest,Rennes,0,0,D,0,0,D,10,9,2,2,10,12,2,4,2,2,0,0
Dijon,Nimes,0,0,D,0,0,D,16,7,2,3,14,11,6,0,3,1,0,0
Montpellier,Nice,2,1,H,1,1,D,17,13,8,5,17,11,8,1,2,2,0,0
Nantes,Reims,1,0,H,0,0,D,8,9,4,1,18,15,7,5,1,3,0,0
St Etienne,Toulouse,2,2,D,1,2,A,14,10,4,7,15,13,9,7,3,0,0,0
Monaco,Marseille,3,4,A,2,2,D,12,13,8,6,9,14,6,4,3,3,0,0
Strasbourg,Nantes,2,1,H,0,1,A,17,10,5,3,11,16,9,2,2,2,0,0
Marseille,Montpellier,1,1,D,0,1,A,24,3,5,2,11,17,15,1,4,3,2,1
Bordeaux,Brest,2,2,D,1,2,A,18,13,5,3,9,11,5,9,4,3,0,0
Metz,Amiens,1,2,A,0,1,A,13,9,4,5,13,12,4,6,1,1,0,0
Nice,Dijon,2,1,H,1,1,D,16,13,6,7,7,13,6,3,2,3,0,0
Nimes,Toulouse,1,0,H,1,0,H,19,9,4,2,14,11,5,7,1,3,0,1
Reims,Monaco,0,0,D,0,0,D,16,12,4,4,16,10,6,3,0,2,0,0
Rennes,Lille,1,1,D,0,0,D,11,15,3,6,14,11,4,8,2,1,0,0
Angers,St Etienne,4,1,H,0,1,A,14,6,5,2,13,12,5,4,1,1,0,0
Lyon,Paris SG,0,1,A,0,0,D,12,21,0,7,8,6,2,11,1,1,0,0
Dijon,Marseille,0,0,D,0,0,D,18,9,6,2,9,14,8,3,3,3,0,0
Monaco,Nice,3,1,H,1,0,H,17,10,5,3,10,14,5,7,2,3,0,0
Amiens,Bordeaux,1,3,A,1,2,A,11,15,3,6,15,13,3,3,2,2,0,0
Brest,Lyon,2,2,D,1,1,D,13,11,5,5,9,10,2,6,0,0,0,0
Lille,Strasbourg,2,0,H,1,0,H,12,5,5,1,7,12,4,2,0,1,0,0
Montpellier,Nimes,1,0,H,1,0,H,12,15,4,3,14,19,4,8,3,4,0,0
Nantes,Rennes,1,0,H,0,0,D,8,6,2,2,16,17,2,4,2,4,0,0
St Etienne,Metz,0,1,A,0,1,A,15,12,3,1,12,12,8,5,4,2,0,0
Toulouse,Angers,0,2,A,0,0,D,6,22,1,6,15,12,5,11,1,0,0,0
Paris SG,Reims,0,2,A,0,1,A,12,13,3,2,10,11,6,6,1,2,0,0
Lyon,Nantes,0,1,A,0,0,D,14,11,7,2,10,10,7,8,2,2,0,0
Bordeaux,Paris SG,0,1,A,0,0,D,4,21,1,7,10,13,0,9,0,3,0,0
Angers,Amiens,1,1,D,0,1,A,23,8,6,4,10,13,10,2,1,0,0,0
Metz,Toulouse,2,2,D,1,0,H,13,15,3,6,10,17,3,6,1,1,0,0
Monaco,Brest,4,1,H,1,0,H,21,5,13,1,7,15,7,1,1,2,0,0
Nice,Lille,1,1,D,1,1,D,12,11,5,6,8,14,6,5,2,2,0,0
Reims,Dijon,1,2,A,1,1,D,18,11,2,4,8,21,5,4,1,2,0,0
Strasbourg,Montpellier,1,0,H,1,0,H,8,11,3,3,18,13,1,6,4,2,0,0
Nimes,St Etienne,0,1,A,0,0,D,22,6,8,4,12,15,13,5,1,4,0,1
Marseille,Rennes,1,1,D,0,1,A,17,12,5,2,18,13,7,4,4,0,0,0
Amiens,Marseille,3,1,H,2,1,H,11,13,5,4,16,15,3,7,1,3,0,0
Paris SG,Angers,4,0,H,2,0,H,15,10,8,2,12,11,6,1,3,1,0,0
Brest,Metz,2,0,H,2,0,H,7,12,3,4,12,15,2,9,2,1,0,0
Dijon,Strasbourg,1,0,H,1,0,H,8,15,3,2,7,14,6,7,3,3,0,0
Montpellier,Monaco,3,1,H,2,0,H,17,14,10,4,18,11,6,8,1,2,0,1
Nantes,Nice,1,0,H,0,0,D,14,6,5,2,14,7,6,1,1,2,0,0
Toulouse,Bordeaux,1,3,A,0,2,A,15,10,4,4,16,16,5,4,4,2,0,0
Lille,Nimes,2,2,D,1,1,D,18,14,7,4,19,10,8,6,3,1,0,0
Rennes,Reims,0,1,A,0,0,D,18,13,3,7,13,19,5,3,1,3,0,0
St Etienne,Lyon,1,0,H,0,0,D,6,6,4,2,13,18,5,1,1,2,0,0
Nice,Paris SG,1,4,A,0,2,A,10,24,2,10,12,15,1,13,3,2,2,0
Lyon,Dijon,0,0,D,0,0,D,24,6,10,1,12,11,8,1,0,0,0,0
Angers,Brest,0,1,A,0,0,D,29,6,6,1,10,11,13,3,1,0,0,0
Metz,Nantes,1,0,H,0,0,D,10,9,2,2,16,13,3,3,2,1,0,1
Nimes,Amiens,1,1,D,1,0,H,11,13,3,5,11,15,1,11,2,4,0,0
Reims,Montpellier,1,0,H,1,0,H,12,9,5,0,19,11,4,8,2,0,0,0
Toulouse,Lille,2,1,H,0,0,D,17,9,6,2,15,11,3,4,2,4,0,0
Bordeaux,St Etienne,0,1,A,0,0,D,12,6,6,3,7,18,8,5,0,3,0,0
Monaco,Rennes,3,2,H,1,1,D,14,10,5,3,15,15,3,3,2,3,0,0
Marseille,Strasbourg,2,0,H,1,0,H,11,10,6,2,13,15,5,7,3,2,0,0
Nantes,Monaco,0,1,A,0,1,A,15,7,4,2,9,13,5,3,2,2,0,0
Lille,Bordeaux,3,0,H,1,0,H,11,5,3,1,17,18,3,3,0,2,0,0
Brest,Dijon,2,0,H,0,0,D,15,14,7,5,10,8,9,5,0,0,1,0
Lyon,Metz,2,0,H,2,0,H,18,16,7,3,12,9,7,2,1,2,0,0
Montpellier,Angers,0,0,D,0,0,D,14,13,3,6,14,12,5,2,2,3,0,0
Reims,Nimes,0,0,D,0,0,D,10,7,3,1,15,13,4,6,3,1,0,0
Strasbourg,Nice,1,0,H,1,0,H,20,9,6,5,22,12,4,7,1,3,0,1
Rennes,Toulouse,3,2,H,2,1,H,14,15,6,5,18,20,7,5,1,2,0,0
St Etienne,Amiens,2,2,D,1,0,H,15,11,1,5,17,17,5,4,2,3,0,0
Paris SG,Marseille,4,0,H,4,0,H,11,5,7,1,10,6,5,3,2,1,0,0
Dijon,Paris SG,2,1,H,1,1,D,10,20,6,4,12,9,3,6,3,2,0,0
Marseille,Lille,2,1,H,0,0,D,11,6,1,2,13,15,4,4,1,3,0,0
Amiens,Brest,1,0,H,1,0,H,6,14,2,3,12,11,3,9,3,1,0,0
Angers,Strasbourg,1,0,H,1,0,H,9,8,5,3,13,20,4,8,1,1,0,0
